  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  1479  1453   0 22 825  ??         0:06.37 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper (GPU).app/Contents/MacOS/Creative Cloud UI Helper (GPU) --type=gpu-process --no-sandbox --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEFChromium Embedded Framework.framework/Resources --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Apple Silicon15_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.190 Safari/537.36 CreativeCloud/6.7.0.278 --lang=ko --user-data-dir=/Users/imsang-gyeong/Library/Application Support/CEF/User Data --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --log-file=/Users/imsang-gyeong/Library/Logs/CreativeCloud/ACC/CEF.log --shared-files --field-trial-handle=1718379636,r,6478323294292919190,1154722954678767435,262144 --disable-features=BackForwardCache,DocumentPictureInPictureAPI
  501  1480  1453   0 22 825  ??         0:00.10 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper.app/Contents/MacOS/Creative Cloud UI Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ko --service-sandbox-type=service --no-sandbox --use-mock-keychain --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEFChromium Embedded Framework.framework/Resources --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Apple Silicon15_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.190 Safari/537.36 CreativeCloud/6.7.0.278 --lang=ko --user-data-dir=/Users/imsang-gyeong/Library/Application Support/CEF/User Data --log-file=/Users/imsang-gyeong/Library/Logs/CreativeCloud/ACC/CEF.log --shared-files --field-trial-handle=1718379636,r,6478323294292919190,1154722954678767435,262144 --disable-features=BackForwardCache,DocumentPictureInPictureAPI
  501  1481  1453   0 22 825  ??         0:07.75 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper.app/Contents/MacOS/Creative Cloud UI Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --no-sandbox --use-mock-keychain --locales-dir-path=/Library/Application Support/Adobe/Adobe Desktop Common/CEFChromium Embedded Framework.framework/Resources --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Apple Silicon15_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.190 Safari/537.36 CreativeCloud/6.7.0.278 --lang=ko --user-data-dir=/Users/imsang-gyeong/Library/Application Support/CEF/User Data --log-file=/Users/imsang-gyeong/Library/Logs/CreativeCloud/ACC/CEF.log --shared-files --field-trial-handle=1718379636,r,6478323294292919190,1154722954678767435,262144 --disable-features=BackForwardCache,DocumentPictureInPictureAPI
  501  1482     1   0 22 825  ??         0:02.00 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
    0  1486     1   0 22 825  ??         0:22.95 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  501  1490  1453   0 22 825  ??         4:44.03 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service --onOSstartup=true --showwindow=false --waitForRegistration=true
    0  1493     1   0 22 825  ??         0:00.01 /usr/libexec/misagent
  501  1507  1490   0 22 825  ??         1:26.38 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud Helper.app/Contents/MacOS/Creative Cloud Helper --remoteApplet=LiveType_BL --remoteAppletInstanceID=538A6FDC-B01D-432F-A605-738B2DE76BC9 --remoteHelper=CCH_LiveType --vulcanID=COSY
  501  1520     1   0 22 825  ??         5:28.89 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/MacOS/Core Sync
  501  1521     1   0 22 825  ??         0:00.07 /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
  501  1529     1   0 22 825  ??         0:05.36 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
    0  1530     1   0 22 825  ??         0:00.01 /System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd
    0  1531     1   0 22 825  ??         0:00.55 /Library/PrivilegedHelperTools/com.adobe.acc.installer.v2
  501  1551     1   0 22 825  ??         0:01.51 /usr/libexec/inputanalyticsd
  501  1563     1   0 22 825  ??         0:03.83 /usr/libexec/SidecarRelay
  501  1565     1   0 22 825  ??         0:00.02 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/fudHelperAgent
  501  1566     1   0 22 825  ??         0:00.08 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
  501  1581     1   0 22 825  ??        11:55.76 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
  501  1594     1   0 22 825  ??         0:20.49 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1611     1   0 22 825  ??         5:57.82 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  501  1619     1   0 22 825  ??         0:07.30 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1624     1   0 22 825  ??         0:00.03 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
  501  1625     1   0 22 825  ??         0:00.04 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501  1626     1   0 22 825  ??         0:00.04 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension -AppleLanguages ("ko-KR")
  501  1627     1   0 22 825  ??         0:00.03 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1628     1   0 22 825  ??         0:00.04 /System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension
  501  1629     1   0 22 825  ??         0:00.04 /System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension
  501  1630     1   0 22 825  ??        18:59.75 /System/Library/Frameworks/Contacts.framework/Support/contactsd
    0  1635     1   0 22 825  ??         0:51.02 /usr/libexec/ASPCarryLog
    0  1636     1   0 22 825  ??         0:00.16 /usr/libexec/tzd
    0  1637     1   0 22 825  ??         0:07.76 /usr/libexec/powerdatad
    0  1638     1   0 22 825  ??         0:01.32 /usr/libexec/mmaintenanced
  277  1642     1   0 22 825  ??         0:00.15 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
  277  1643     1   0 22 825  ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
  277  1644     1   0 22 825  ??         0:06.97 /usr/sbin/distnoted agent
  277  1645     1   0 22 825  ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
  277  1647     1   0 22 825  ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
  277  1648     1   0 22 825  ??         0:00.04 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
  277  1649     1   0 22 825  ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
  277  1650     1   0 22 825  ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber
  277  1651     1   0 22 825  ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
  277  1654     1   0 22 825  ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
  277  1655     1   0 22 825  ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
  501  1656     1   0 22 825  ??         0:00.04 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64 -AppleLanguages ("ko-KR")
  501  1658     1   0 22 825  ??         0:00.29 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages ("ko-KR")
  501  1660     1   0 22 825  ??         0:00.09 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("ko-KR")
  501  1661     1   0 22 825  ??         0:00.03 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("ko-KR")
  501  1662     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1663     1   0 22 825  ??         0:00.03 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("ko-KR")
  501  1664     1   0 22 825  ??         0:00.06 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
  501  1665     1   0 22 825  ??         0:00.09 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("ko-KR")
  501  1666     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1667     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1668     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1669     1   0 22 825  ??         0:00.38 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
    0  1671     1   0 22 825  ??         0:05.36 /usr/libexec/triald_system
  501  1672     1   0 22 825  ??         0:02.44 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  501  1673     1   0 22 825  ??         0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1674     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1675     1   0 22 825  ??         0:00.39 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
    0  1676     1   0 22 825  ??         0:00.04 /System/Library/CoreServices/CrashReporterSupportHelper server-init
  501  1678     1   0 22 825  ??         0:00.33 /usr/libexec/diagnosticspushd
  501  1680     1   0 22 825  ??         0:10.43 /usr/libexec/tipsd
  501  1687     1   0 22 825  ??         0:00.42 /usr/libexec/diagnosticextensionsd
  501  1688     1   0 22 825  ??         0:00.54 /usr/libexec/feedbackd
  501  1691     1   0 22 825  ??         1:25.06 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
  501  1694     1   0 22 825  ??         0:05.78 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
  501  1697     1   0 22 825  ??         0:00.09 /usr/libexec/metrickitd
  501  1698     1   0 22 825  ??         0:03.11 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  501  1705     1   0 22 825  ??         0:07.62 /usr/libexec/adprivacyd
  501  1709     1   0 22 825  ??         0:28.33 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
    0  1725     1   0 22 825  ??         0:02.37 /usr/libexec/ospredictiond
  501  1743     1   0 22 825  ??         0:00.37 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
  501  1744     1   0 22 825  ??         0:00.73 /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
  501  1813     1   0 22 825  ??         0:10.09 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
    0  1857     1   0 22 825  ??         0:00.40 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
    0  1871     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1917     1   0 22 825  ??         0:02.94 /System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd
  501  1955     1   0 22 825  ??         0:01.49 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
  501  2098     1   0 22 825  ??         0:00.31 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    0  2146     1   0 22 825  ??         0:00.69 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectUpdateService.xpc/Contents/MacOS/XProtectUpdateService
    0  2198     1   0 22 825  ??         0:00.73 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0  2199     1   0 22 825  ??         0:00.15 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  2333     1   0 22 825  ??         0:05.36 /System/Library/PrivateFrameworks/SiriAnalytics.framework/Versions/A/XPCServices/SAExtensionOrchestrator.xpc/Contents/MacOS/SAExtensionOrchestrator
  501  2338     1   0 22 825  ??         0:00.13 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  2339     1   0 22 825  ??         0:00.23 /System/Library/ExtensionKit/Extensions/IFTranscriptSELFIngestor.appex/Contents/MacOS/IFTranscriptSELFIngestor
  501  2340     1   0 22 825  ??         0:00.17 /System/Library/ExtensionKit/Extensions/IFTelemetrySELFIngestor.appex/Contents/MacOS/IFTelemetrySELFIngestor
  501  2341     1   0 22 825  ??         0:00.97 /System/Library/ExtensionKit/Extensions/BiomeSELFIngestor.appex/Contents/MacOS/BiomeSELFIngestor
  501  2342     1   0 22 825  ??         0:00.20 /System/Library/ExtensionKit/Extensions/GMSSELFIngestor.appex/Contents/MacOS/GMSSELFIngestor
  501  2396     1   0 22 825  ??         0:00.76 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  501  2425     1   0 22 825  ??         0:00.16 /usr/libexec/betaenrollmentagent
    0  2426     1   0 22 825  ??         0:00.10 /usr/libexec/betaenrollmentd
  278  2678     1   0 23 825  ??         0:00.43 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/EAUpdaterService.xpc/Contents/MacOS/EAUpdaterService
  501  3385     1   0 24 825  ??         0:02.47 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  4898     1   0 26 825  ??         0:33.72 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
    0  5181     1   0 27 825  ??         1:03.15 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
  501  5994     1   0 28 825  ??         1:55.15 /System/Library/CoreServices/ControlStrip.app/Contents/MacOS/ControlStrip
    0  5995     1   0 28 825  ??         0:04.99 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5996     1   0 28 825  ??         0:00.59 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  5997     1   0 28 825  ??         0:06.40 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("ko-KR")
  501  5998     1   0 28 825  ??         3:53.68 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
    0  6002     1   0 28 825  ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    0  6003     1   0 28 825  ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  6005     1   0 28 825  ??         1:22.63 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/MacOS/KIM_Extension -AppleLanguages ("ko-KR")
  501  6011     1   0 28 825  ??         0:34.41 /System/Library/CoreServices/appplaceholdersyncd
  501  6012     1   0 28 825  ??         0:10.01 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.xpc/Contents/MacOS/com.apple.StreamingUnzipService
    0  6013     1   0 28 825  ??         0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  6107     1   0 28 825  ??         0:03.70 /usr/libexec/keyboardservicesd
  501  6108     1   0 28 825  ??         0:21.27 /usr/libexec/naturallanguaged
    0  6266     1   0 28 825  ??         0:00.12 /usr/libexec/handwritingd
  501  6392     1   0 28 825  ??        21:05.98 /System/Library/ExtensionKit/Extensions/WallpaperVideoExtension.appex/Contents/MacOS/WallpaperVideoExtension
  501  6393     1   0 28 825  ??         0:05.20 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
  501  6394     1   0 28 825  ??         9:55.24 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
    0  6440     1   0 28 825  ??         0:00.42 /Library/PrivilegedHelperTools/com.adobe.ARMDC.Communicator
    0  6441     1   0 28 825  ??         0:01.57 /Library/PrivilegedHelperTools/com.adobe.ARMDC.SMJobBlessHelper
    0  6459     1   0 28 825  ??         0:01.82 /System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/XPCServices/package_script_service.xpc/Contents/MacOS/package_script_service
  501 38717     1   0 10 925  ??         3:12.57 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  501 38854     1   0 10 925  ??         0:00.03 /System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.xpc/Contents/MacOS/com.apple.SafariServices
  501 39000     1   0 10 925  ??         0:19.56 /System/Library/PrivateFrameworks/AutoFillUI.framework/Contents/AutoFillPanelService.app/Contents/MacOS/AutoFillPanelService
  501 39085     1   0 10 925  ??         0:17.01 /System/Applications/Stickies.app/Contents/MacOS/Stickies
  501 39086     1   0 10 925  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 39087     1   0 10 925  ??         0:06.16 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 39088     1   0 10 925  ??         0:02.37 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 39261     1   0 10 925  ??         0:00.03 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  501 39263     1   0 10 925  ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 39264     1   0 10 925  ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 39265     1   0 10 925  ??         0:00.30 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 39266     1   0 10 925  ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 39474     1   0 11 925  ??         0:57.24 /usr/libexec/icloudmailagent
  501 50922     1   0 30 825  ??         0:00.23 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
  501 51470     1   0 30 825  ??         0:00.03 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 51483     1   0 30 825  ??         0:01.53 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
